Ano,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Year
2008,25.43963371523215,993.7327671138063,620.9841827703776,26.845564462073913,18.5459244147705,65.9324792946579,1.7346243650656,2008.0000000000036
2009,38.14003914993726,993.9362224022462,38.56191793654677,26.435163427301863,19.79857168559047,70.30907100314961,0.4352593906441172,2009.0
2010,22.073197309291327,993.2539756646561,518.7441316004637,26.282399897290162,17.871974106140566,64.26123412889939,1.1058590232373506,2010.0
2011,21.283487764809422,985.3074912438211,709.1434200832423,26.92270421119203,16.076055858758796,54.75996557945208,1.6371374431129861,2011.0
2012,31.00122720359137,984.4292247053262,962.3692374371803,26.57464807095272,18.539495203723572,65.6668431529196,1.72081753548857,2012.0
2013,29.03382205768683,984.677547446783,873.0297400029099,26.32563094010641,18.624194525048804,66.59619491061939,1.7235434327526449,2013.0
2014,32.59777412205169,985.5494481840664,738.4614831544686,26.611305743088618,19.4314637390897,68.14489127273116,1.7301550847617733,2014.0
2015,36.27901167348222,985.056051799353,676.4630873783234,27.253138763674883,19.241008112311125,65.75492785957503,1.6865721399480262,2015.0
2016,32.07028598048446,985.3630050673052,508.3758452975949,26.37021651807129,18.81034935956301,66.97076321617811,1.696772450149771,2016.0
2017,23.65916935985234,984.7534779370179,452.71591836318197,26.966706857998645,18.43728877028266,64.07630383150716,1.5633784573370388,2017.0
2018,23.48497418889589,985.0660139591832,548.7368253737408,26.27669704825332,18.665996428826137,66.71169208094854,1.5022967510284662,2018.0
2019,25.309851907609378,985.994125841794,877.603039344056,27.741048275585566,17.90062492082897,60.84676806679861,1.4686842611927824,2019.0
2020,29.211580579228304,990.5973770447586,1500.9513200722183,28.469562426468958,17.188210969660613,55.18841935906392,1.5358508559498711,2020.0
2021,28.01547293475128,990.8638511317241,1484.056755743678,27.898671572859566,17.0398042105379,56.091920224996976,1.5483260627013087,2021.0
2022,22.559882104596454,990.8439547953731,1561.9241578659583,27.648717283709274,17.043486055685374,56.31661554223272,1.6947037778218936,2021.9208440184723
